baseId,name,shortName,county,country,lat,lon,validFrom,validTo
SN47272,DUEHAMMAR,Duehammar,ROGALAND,Norge,59.297135,5.337831,2024-11-05T00:00:00.000Z,
SN52565,FONNES - DROGEFLUA,Drogeflua,VESTLAND,Norge,60.8154,4.95738,2024-11-13T00:00:00.000Z,
SN25165,RV52 HEMSEDALSFJELLET,Rv52 Hemsedalsfjellet,BUSKERUD,Norge,60.97567,8.15567,2011-01-01T00:00:00.000Z,
SN59850,E39 BJØRNDALSBRUA,E39 Bjørndalsbrua,MØRE OG ROMSDAL,Norge,62.275183,6.011491,2024-03-26T00:00:00.000Z,
SN32890,HØYDALSMO II,Høydalsmo,TELEMARK,Norge,59.4965232,8.1999004,2006-08-23T00:00:00.000Z,
SN69100,VÆRNES,Værnes,TRØNDELAG,Norge,63.4597,10.9305,1940-04-17T00:00:00.000Z,
SN27480,SANDEFJORD - NORDRE BERGAN,Nordre Bergan,VESTFOLD,Norge,59.1683,10.2752,2011-04-15T00:00:00.000Z,
SN490387091,300 KV BLÅFALLI – MAURANGER-91,300 kV Blåfalli – Mauranger-91,,Norge,60.10147,6.18484,2025-04-25T09:01:10.000Z,
SN19459,ØSTERÅS,Østerås,AKERSHUS,Norge,59.9478,10.6027,2023-09-27T00:00:00.000Z,
SN60810,LEBERGSFJELLET,Lebergsfjellet ,MØRE OG ROMSDAL,Norge,62.5158,6.8717,2013-11-13T00:00:00.000Z,
SN37600,FV355 VEUM,Fv355 Veum,TELEMARK,Norge,59.28417,8.0895,2016-11-14T00:00:00.000Z,
SN67560,KOTSØY,Kotsøy,TRØNDELAG,Norge,62.9763,10.5608,2007-11-27T00:00:00.000Z,
SN70960,E6 TJENNARÅSEN,E6 Tjennaråsen,TRØNDELAG,Norge,64.33333,12.341,2012-01-01T00:00:00.000Z,
SN29950,SVENNER FYR,Svenner fyr,VESTFOLD,Norge,58.9688,10.148,2000-12-01T00:00:00.000Z,
SN59530,FV61 KVILEHYTTA,Fv61 Kvilehytta,MØRE OG ROMSDAL,Norge,62.01633,5.538,2020-09-16T00:00:00.000Z,
SN34095,FV363 STOKKEBAKKEN,Fv363 Stokkebakken,TELEMARK,Norge,58.9817,9.6068,2013-10-11T00:00:00.000Z,
SN86921,ANDA FYR II,Anda fyr,NORDLAND,Norge,69.066442,15.17019,2024-08-28T00:00:00.000Z,
SN490391032,300 KV MAURANGER – SAMNANGER-32,300 kV Mauranger – Samnanger-32,,Norge,60.18794,6.24086,2025-04-25T09:01:12.000Z,
SN30246,FV2962 PAULER,FV2962 Pauler,VESTFOLD,Norge,59.0644161,9.9423322,2011-07-12T00:00:00.000Z,
SN67210,E6 HORG,E6 Horg,TRØNDELAG,Norge,63.13833,10.25483,2011-01-01T00:00:00.000Z,
SN94242,HAMMERFEST HAVN,Hammerfest havn,FINNMARK,Norge,70.6691,23.6651,2024-12-12T00:00:00.000Z,
SN32220,LIFJELL - ØYSTEINNATTEN,Lifjell ,TELEMARK,Norge,59.5022,8.9837,2013-11-21T00:00:00.000Z,
SN75410,NORDØYAN FYR,Nordøyan fyr,TRØNDELAG,Norge,64.7977,10.5493,1890-12-01T00:00:00.000Z,
SN79600,MO I RANA LUFTHAVN,Mo i Rana LH,NORDLAND,Norge,66.3643,14.3015,1968-07-01T00:00:00.000Z,
SN81780,E6 SEMSKA,E6 Semska,NORDLAND,Norge,66.6588,15.4068,2023-11-22T00:00:00.000Z,
SN82220,RV80 HUNSTAD,Rv80 Hunstad,NORDLAND,Norge,67.27833,14.51733,2013-10-07T00:00:00.000Z,
SN52505,MARØY,Marøy,VESTLAND,Norge,60.711874,4.868172,2024-08-28T00:00:00.000Z,
SN90770,HELGØYA - MJØNES,Mjønes,TROMS,Norge,70.1064,19.5837,2025-01-14T00:00:00.000Z,
SN49087,FOLGEFONNA SKISENTER TOPP,Folgefonna topp,VESTLAND,Norge,60.223533,6.40585,2014-06-27T00:00:00.000Z,
SN76460,BREMSTEIN FYR,Bremstein fyr,NORDLAND,Norge,65.5967,11.2863,2022-05-10T00:00:00.000Z,
SN27420,TJØME,Tjøme,VESTFOLD,Norge,59.1205,10.398,2016-06-20T00:00:00.000Z,
SN57000,FØRDE LH - BRINGELAND,Førde LH,VESTLAND,Norge,61.391,5.76,1987-01-01T00:00:00.000Z,
SN86598,STOKMARKNES LH - VEST,Stokmarknes LH V,NORDLAND,Norge,68.5813,15.0147,2017-06-09T00:00:00.000Z,
SN13110,E6 FÅBERG,E6 Fåberg,INNLANDET,Norge,61.16967,10.41067,2011-08-22T00:00:00.000Z,
SN98360,BÅTSFJORD - STRAUMSNESAKSLA,Båtsfjord,FINNMARK,Norge,70.6036315,29.6990634,1999-09-09T00:00:00.000Z,
SN77043,DEEPSEA NORDKAPP,Deepsea Nordkapp ,KONTINENTALSOKKELEN,Norge,,,2021-03-26T00:00:00.000Z,
SN28380,KONGSBERG BRANNSTASJON,Kongsberg,BUSKERUD,Norge,59.6247,9.6377,2003-02-17T00:00:00.000Z,
SN30255,PORSGRUNN - ÅS,Porsgrunn (Ås),TELEMARK,Norge,59.0872,9.6603,2013-07-02T00:00:00.000Z,
SN496228018,HAMANG-BÆRUM-18,Hamang-Bærum-18,,Norge,59.9198,10.5522,2024-10-28T12:57:43.000Z,
SN99670,JARFJORDEN - SKARVFJELL,Skarvfjell,FINNMARK,Norge,69.7315,30.4133,2025-01-14T00:00:00.000Z,
SN55430,JOSTEDALEN - MJØLVERSGRENDI,Mjølversgrendi,VESTLAND,Norge,61.6595,7.2762,1963-12-01T00:00:00.000Z,
SN30650,NOTODDEN LUFTHAVN,Notodden lh,TELEMARK,Norge,59.5666,9.2111,1970-03-05T00:00:00.000Z,
SN38150,E18 INNTJORHEIA,E18 Inntjorheia,AGDER,Norge,58.29683,8.462,2013-12-19T00:00:00.000Z,
SN91380,SKIBOTN II,Skibotn,TROMS,Norge,69.3875,20.2823,2004-11-01T00:00:00.000Z,
SN20960,IVAR AASEN,Ivar Aasen,NORDSJØEN,Norge,58.9258,2.2077,2025-11-27T00:00:00.000Z,
SN44610,KVITSØY - NORDBØ,Kvitsøy,ROGALAND,Norge,59.0705,5.4122,2005-04-26T00:00:00.000Z,
SN55735,RV5 FRUDALEN,Rv5 Frudalen,VESTLAND,Norge,61.34733,6.8745,2004-12-24T00:00:00.000Z,
SN64330,KRISTIANSUND LUFTHAVN,Kristiansund LH,MØRE OG ROMSDAL,Norge,63.1093,7.8158,1970-06-01T00:00:00.000Z,
SN24890,NESBYEN - TODOKK,Nesbyen,BUSKERUD,Norge,60.5669244,9.1323323,2003-11-17T00:00:00.000Z,
SN63630,TROLLHEIMEN - STORHORNET,Storhornet ,TRØNDELAG,Norge,62.6352,9.392,2015-10-06T00:00:00.000Z,
SN82130,RV80 NORDVIKA,Rv80 Nordvika,NORDLAND,Norge,67.33117,15.162,2012-01-01T00:00:00.000Z,
SN91685,VORTERØYSKAGEN,Vorterøyskagen,TROMS,Norge,69.9878,20.6642,2025-01-14T00:00:00.000Z,
SN20951,GULLFAKS B,Gullfaks B,NORDSJØEN,Norge,61.203,2.2013,1988-02-29T00:00:00.000Z,
SN40510,BLÅSJØ,Blåsjø,AGDER,Norge,59.3335,6.8817,2011-10-03T00:00:00.000Z,
SN59010,MÅLØY - KULEN,Måløy − Kulen,VESTLAND,Norge,61.9309,5.12764,2023-07-03T00:00:00.000Z,
SN91120,LYNGEN - GJERDELVDALEN,Lyngen,TROMS,Norge,69.5598,20.1518,2013-09-04T00:00:00.000Z,
SN61190,VEØYFJORDEN - SETERNESET,Seterneset,MØRE OG ROMSDAL,Norge,62.67312,7.31282,2025-11-18T00:00:00.000Z,
SN64590,FV65 ØVRE RINDAL,Fv65 Øvre Rindal,TRØNDELAG,Norge,63.097,9.43667,2014-12-01T00:00:00.000Z,
SN12960,SJUSJØEN - STORÅSEN,Sjusjøen,INNLANDET,Norge,61.1638,10.7088,1977-11-01T00:00:00.000Z,
SN50570,SKREDDERDALEN,Skredderdalen,VESTLAND,Norge,60.404,5.3358,2016-08-10T00:00:00.000Z,
SN64970,FV65 SURNADAL - NORDMARKA,Fv65 Surnadal Nordmarka,MØRE OG ROMSDAL,Norge,63.0075,8.66383,2019-01-24T00:00:00.000Z,
SN76965,OSEBERG C,Oseberg C ,NORDSJØEN,Norge,60.6083,2.7757,2014-01-01T00:00:00.000Z,
SN17850,ÅS,Ås,AKERSHUS,Norge,59.6605,10.7818,1874-01-01T00:00:00.000Z,
SN65930,BOGØYA,Bogøya,TRØNDELAG,Norge,63.8719,8.5509,2022-07-06T00:00:00.000Z,
SN77055,MS BARD,MS Bard,,Norge,,,2025-08-06T00:00:00.000Z,
SN90360,E8 SANDVIKEIDET,E8 Sandvikeidet,TROMS,Norge,69.54633,19.00867,2013-06-11T00:00:00.000Z,
SN29890,RV7 NEDRE BÅTSTJØRNE,Rv7 Nedre Båtstjørne,BUSKERUD,Norge,60.429977,7.748837,2025-12-02T00:00:00.000Z,
SN27010,KONNERUD,Konnerud ,BUSKERUD,Norge,59.713,10.146,2010-03-19T00:00:00.000Z,
SN65275,E39 HEMNEKJØLEN,E39 Hemnekjølen,TRØNDELAG,Norge,63.228,9.3853,2014-09-11T00:00:00.000Z,
SN76929,YME,Yme,NORDSJØEN,Norge,57.8188,4.5345,1996-05-01T00:00:00.000Z,
SN59210,RV 15 MÅLØYBRUA,Rv15 Måløybrua,VESTLAND,Norge,61.92917,5.12133,2018-11-27T00:00:00.000Z,
SN50310,KVAMSKOGEN - JONSHØGDI,Kvamskogen,VESTLAND,Norge,60.3889174,5.9636631,2006-08-01T00:00:00.000Z,
SN76938,ULA,Ula,NORDSJØEN,Norge,57.408,2.8458,1986-01-01T00:00:00.000Z,
SN91670,ULØYA - HOLTEN,Holten,TROMS,Norge,69.92,20.6,2025-01-14T00:00:00.000Z,
SN85040,ROTVÆR,Rotvær,NORDLAND,Norge,68.368,15.943,1938-06-03T00:00:00.000Z,
SN16845,E136 LORA,E136 Lora,INNLANDET,Norge,62.147,8.69033,2011-01-01T00:00:00.000Z,
SN51530,VOSSAVANGEN,Vossavangen,VESTLAND,Norge,60.6252,6.4265,2004-01-22T00:00:00.000Z,
SN58860,TROLLEDALSEGGA,Trolledalsegga ,VESTLAND,Norge,61.8902,6.1065,2015-10-02T00:00:00.000Z,
SN79253,E12 UMBUKTA,E12 Umbukta,NORDLAND,Norge,66.16567,14.58367,2006-03-15T00:00:00.000Z,
SN3190,SARPSBORG,Sarpsborg,ØSTFOLD,Norge,59.2850933,11.1127995,1896-07-01T00:00:00.000Z,
SN43895,FV44 KVASSHEIM,Fv44 Kvassheim,ROGALAND,Norge,58.5505,5.6815,2013-06-11T00:00:00.000Z,
SN65320,FV6200 VERJESKIFTBRUA,Fv6200 Verjeskiftbrua,MØRE OG ROMSDAL,Norge,63.478,7.99333,2023-05-03T00:00:00.000Z,
SN45770,HJELMELAND,Hjelmeland,ROGALAND,Norge,59.23,6.1498,2005-01-01T00:00:00.000Z,
SN59820,FV654 HERØYBRUA,Fv654 Herøybrua,MØRE OG ROMSDAL,Norge,62.3195,5.72083,2020-09-16T00:00:00.000Z,
SN17150,RYGGE,Rygge,ØSTFOLD,Norge,59.3742,10.798,1955-03-01T00:00:00.000Z,
SN73466,NORDLI - SANDVIKA,NORDLI,TRØNDELAG,Norge,64.4595,13.5978,2019-09-25T00:00:00.000Z,
SN55720,SKARDSBØFJELLET,Skardsbøfjellet,VESTLAND,Norge,61.2168,7.0183,2019-09-19T00:00:00.000Z,
SN84905,E10 BJØRNFJELL,E10 Bjørnfjell ,NORDLAND,Norge,68.436,18.1035,2014-12-01T00:00:00.000Z,
SN76750,SANDNESSJØEN LH - STOKKA,Sandnessjøen,NORDLAND,Norge,65.9635,12.4785,1968-07-01T00:00:00.000Z,
SN52535,FEDJE,Fedje,VESTLAND,Norge,60.7525,4.715,2004-08-23T00:00:00.000Z,
SN90800,TORSVÅG FYR,Torsvåg fyr,TROMS,Norge,70.2452,19.4997,1933-09-11T00:00:00.000Z,
SN86520,SORTLAND - KLEIVA,Kleiva,NORDLAND,Norge,68.6481059,15.2832298,1956-01-01T00:00:00.000Z,
SN39750,BYGLANDSFJORD - NESET,Byglandsfjord,AGDER,Norge,58.6863,7.803,2011-09-23T00:00:00.000Z,
SN76956,GOLIAT FPSO,Goliat ,BARENTSHAVET,Norge,71.3112,22.25,2015-09-09T00:00:00.000Z,
SN63705,OPPDAL - SÆTER,Oppdal,TRØNDELAG,Norge,62.6027,9.666,1999-12-01T00:00:00.000Z,
SN20954,DRAUPNER,Draupner,NORDSJØEN,Norge,58.1888,2.4728,1995-08-13T00:00:00.000Z,
SN77037,MS NORDBJØRN,NORDBJØRN,,Norge,,,2019-10-07T00:00:00.000Z,
SN27315,RAMNES - KILE VESTRE,Ramnes (Kile) ,VESTFOLD,Norge,59.3808,10.2397,2005-01-01T00:00:00.000Z,
SN496228003,HAMANG-BÆRUM-3,Hamang-Bærum-3,,Norge,59.8992,10.5067,2024-10-28T12:57:45.000Z,
SN490391008,300 KV MAURANGER – SAMNANGER-8,300 kV Mauranger – Samnanger-8,,Norge,60.12143,6.29289,2025-04-22T13:01:14.000Z,
SN77046,MS BILLEFJORD,MS Billefjord,,Norge,,,2024-11-15T00:00:00.000Z,
SN19940,LIER,Lier,BUSKERUD,Norge,59.7908,10.2598,2005-01-01T00:00:00.000Z,
SN33990,E134 HAUKELIFJELL,E134 Haukelifjell,VESTLAND,Norge,59.84983,7.08733,2013-07-24T00:00:00.000Z,
SN1135,FV884 PRESTEBAKKE,Fv884 Prestebakke,ØSTFOLD,Norge,58.99,11.54083,2013-10-07T00:00:00.000Z,
SN27055,E18 HANEKLEIVA,E18 Hanekleiva,VESTFOLD,Norge,59.58317,10.1755,2015-11-02T00:00:00.000Z,
SN90450,TROMSØ,Tromsø (Vervarslinga),TROMS,Norge,69.6537,18.9368,1895-08-01T00:00:00.000Z,
SN35210,GJERSTAD JERNBANESTASJON,Gjerstad,AGDER,Norge,58.87,9.0263,2012-01-04T00:00:00.000Z,
SN61408,E136 HORGHEIM,E136 Horgheim,MØRE OG ROMSDAL,Norge,62.48883,7.76117,2011-01-01T00:00:00.000Z,
SN91715,FV866 SKATTØRSUND,Fv866 Skattørsund,TROMS,Norge,70.00333,20.8985,2013-10-07T00:00:00.000Z,
SN91724,SKJERVØY SLAKTERI,Skjervøy Slakteri,TROMS,Norge,70.0355,20.99029,2025-11-18T00:00:00.000Z,
SN94810,NORDKAPP - LAFJORDEN,Lafjorden,FINNMARK,Norge,70.8926,25.55957,2025-11-18T00:00:00.000Z,
SN46425,E134 RØLDALSTUNNELEN AUST,E134 Røldalstunnel,VESTLAND,Norge,59.8228,6.7383,2015-11-03T00:00:00.000Z,
SN77001,G.O. SARS,G. O. Sars,,Norge,,,1950-02-14T00:00:00.000Z,
SN85560,LEKNES LUFTHAVN,Leknes LH,NORDLAND,Norge,68.1557873,13.61214,1972-06-01T00:00:00.000Z,
SN77405,E6 HANSMYRAN,E6 Hansmyran,NORDLAND,Norge,65.20217,13.37935,2025-02-03T00:00:00.000Z,
SN48330,SLÅTTERØY FYR,Slåtterøy fyr,VESTLAND,Norge,59.907,5.0668,1923-07-01T00:00:00.000Z,
SN91251,MANNDALEN - VADDJA,Váddjá,TROMS,Norge,69.4722,20.5268,2018-04-04T00:00:00.000Z,
SN60980,FV5957 GISKEBRUA,Fv5957 Giskebrua,MØRE OG ROMSDAL,Norge,62.50817,6.07617,2017-11-27T00:00:00.000Z,
SN5660,ROVERUD,Roverud,INNLANDET,Norge,60.2537,12.0913,1991-01-01T00:00:00.000Z,
SN47890,OPSTVEIT,Opstveit,VESTLAND,Norge,59.8578,6.017,1978-07-26T00:00:00.000Z,
SN61070,E39 ØRSKOGFJELL,E39 Ørskogfjell,MØRE OG ROMSDAL,Norge,62.5325,6.949,2011-01-01T00:00:00.000Z,
SN20930,POLARSTERN,Polarstern,,Norge,,,1982-12-09T00:00:00.000Z,
SN38730,HYNNEKLEIV,Hynnekleiv,AGDER,Norge,58.6007,8.4167,2012-01-04T00:00:00.000Z,
SN82970,E6 KRÅKMOFJELLET,E6 Kråkmofjellet,NORDLAND,Norge,67.74633,15.91417,2011-01-01T00:00:00.000Z,
SN97020,E75 ROAVVEGIEDDI,E75 Roavvegieddi,FINNMARK,Norge,69.916538,27.039387,2026-01-08T00:00:00.000Z,
SN12550,KISE PÅ HEDMARK,Kise på Hedmark,INNLANDET,Norge,60.7733,10.8055,1951-04-01T00:00:00.000Z,
SN1120,FV220 ENNINGDALEN,Fv220 Enningdalen,ØSTFOLD,Norge,58.907349,11.520893,2026-01-08T00:00:00.000Z,
SN49855,RV7 KROSSDALEN,Rv7 Krossdalen,VESTLAND,Norge,60.381789,7.438096,2025-10-17T00:00:00.000Z,
SN18265,E6 DJUPDALEN,E6 Djupdalen,AKERSHUS,Norge,59.962,10.975,2015-11-04T00:00:00.000Z,
SN490387090,300 KV BLÅFALLI – MAURANGER-90,300 kV Blåfalli – Mauranger-90,,Norge,60.10106,6.18361,2025-04-25T09:01:15.000Z,
SN76968,VISUNDFELTET,Visund,NORDSJØEN,Norge,61.3648,2.4327,1999-04-21T00:00:00.000Z,
SN85545,LEKNES NORD,Leknes nord,NORDLAND,Norge,68.15,13.6,2017-02-16T00:00:00.000Z,
SN490381016,300 KV SAUDA – BLÅFALLI-16,300 kV Sauda – Blåfalli-16,,Norge,59.65853,6.30873,2025-04-25T09:01:09.000Z,
SN26950,SVELVIK - KNEM,Svelvik - Knem,BUSKERUD,Norge,59.6027,10.4047,2005-01-01T00:00:00.000Z,
SN67153,E39 ØYSAND,E39 Øysand,TRØNDELAG,Norge,63.3237,10.2438,2013-12-19T00:00:00.000Z,
SN490391020,300 KV MAURANGER – SAMNANGER-20,300 kV Mauranger – Samnanger-20,,Norge,60.14765,6.24352,2025-04-22T13:01:11.000Z,
SN76950,WEST VENTURE,West Venture,KONTINENTALSOKKELEN,Norge,,,1982-05-25T00:00:00.000Z,
SN1380,RV22 GAUTESTAD,Rv22 Gautestad,ØSTFOLD,Norge,59.376,11.30267,2010-01-21T00:00:00.000Z,
SN66175,FV65 BYE,Fv65 Bye,TRØNDELAG,Norge,63.23067,9.76283,2012-01-01T00:00:00.000Z,
SN13160,KVITFJELL,Kvitfjell,INNLANDET,Norge,61.46474255,10.12662056,1992-09-16T00:00:00.000Z,
SN76959,BRAGE,Brage ,NORDSJØEN,Norge,60.5425,3.0468,2014-04-24T00:00:00.000Z,
SN80700,GLOMFJORD,Glomfjord,NORDLAND,Norge,66.8102,13.9793,1916-01-01T00:00:00.000Z,
SN92875,ØKSFJORD FERJEKAI,Øksfjord ferjekai,FINNMARK,Norge,70.2333,22.3579,2022-11-09T00:00:00.000Z,
SN77040,AASTA HANSTEEN,Aasta Hansteen,NORSKEHAVET,Norge,67.0672,7.0947,2018-11-08T00:00:00.000Z,
SN79220,SKAMDAL,Skamdal,NORDLAND,Norge,66.2348,13.904,2011-08-30T00:00:00.000Z,
SN93611,RASSEGALVARRI,Rássegálvárri,FINNMARK,Norge,69.2187,23.4403,2023-10-05T00:00:00.000Z,
SN490391002,300 KV MAURANGER – SAMNANGER-2,300 kV Mauranger – Samnanger-2,,Norge,60.12927,6.32553,2025-04-22T13:01:04.000Z,
SN490381079,300 KV SAUDA – BLÅFALLI-79,300 kV Sauda – Blåfalli-79,,Norge,59.80006,6.0859,2025-04-22T13:01:07.000Z,
SN31400,FYRIEGG,Fyriegg,TELEMARK,Norge,59.8655,8.6978,2016-12-21T00:00:00.000Z,
SN36200,TORUNGEN FYR,Torungen fyr,AGDER,Norge,58.3988,8.7893,1867-07-01T00:00:00.000Z,
SN3731,E18 SMAALENENE VIND,E18 Smaalenene vind,ØSTFOLD,Norge,59.5928,11.0917,2014-09-11T00:00:00.000Z,
SN94185,SNEFJORDEN - PETTERNES,Petternes,FINNMARK,Norge,70.81927,24.58081,2025-11-18T00:00:00.000Z,
SN84630,NARVIK - FAGERNESFJELLET,Fagernesfjellet,NORDLAND,Norge,68.421,17.4802,1979-01-01T00:00:00.000Z,
SN58100,SANDANE LUFTHAMN,Sandane LH,VESTLAND,Norge,61.8293,6.1043,1975-06-01T00:00:00.000Z,
SN86810,FV7656 BØ,Fv7656 Bø,NORDLAND,Norge,68.781,14.48983,2016-04-19T00:00:00.000Z,
SN17090,E6 KARLSHUS,E6 Karlshus,ØSTFOLD,Norge,59.35033,10.897,2010-01-21T00:00:00.000Z,
SN76914,ITASMOBAWS1,Søråsjordet V,AKERSHUS,Norge,59.660088,10.7821181,2019-10-09T00:00:00.000Z,
SN76923,GULLFAKS C,Gullfaks C,NORDSJØEN,Norge,61.2144,2.2721,1989-11-01T00:00:00.000Z,
SN50815,E39 VÅGSBOTN,E39 Vågsbotn,VESTLAND,Norge,60.4768,5.348,2015-11-03T00:00:00.000Z,
